cause,icd_code,year,sex,deaths,population,crude_rate_per_100k
Unspecified disorder of adult personality and behaviour (F69),F69,2017,persons,0,24592588,0
Unspecified disorder of adult personality and behaviour (F69),F69,2018,male,0,24963258,0
Unspecified disorder of adult personality and behaviour (F69),F69,2018,female,0,24963258,0
Unspecified disorder of adult personality and behaviour (F69),F69,2018,persons,0,24963258,0
Unspecified disorder of adult personality and behaviour (F69),F69,2019,male,0,25334826,0
Unspecified disorder of adult personality and behaviour (F69),F69,2019,female,0,25334826,0
Unspecified disorder of adult personality and behaviour (F69),F69,2019,persons,0,25334826,0
Unspecified disorder of adult personality and behaviour (F69),F69,2020,male,0,25649248,0
Unspecified disorder of adult personality and behaviour (F69),F69,2020,female,0,25649248,0
Unspecified disorder of adult personality and behaviour (F69),F69,2020,persons,0,25649248,0
Unspecified disorder of adult personality and behaviour (F69),F69,2021,male,0,25685412,0
Unspecified disorder of adult personality and behaviour (F69),F69,2021,female,0,25685412,0
Unspecified disorder of adult personality and behaviour (F69),F69,2021,persons,0,25685412,0
Unspecified disorder of adult personality and behaviour (F69),F69,2022,male,0,26018721,0
Unspecified disorder of adult personality and behaviour (F69),F69,2022,female,0,26018721,0
Unspecified disorder of adult personality and behaviour (F69),F69,2022,persons,0,26018721,0
Unspecified disorder of adult personality and behaviour (F69),F69,2023,male,0,26659922,0
Unspecified disorder of adult personality and behaviour (F69),F69,2023,female,0,26659922,0
Unspecified disorder of adult personality and behaviour (F69),F69,2023,persons,0,26659922,0
Unspecified disorder of adult personality and behaviour (F69),F69,2024,male,0,27194286,0
Unspecified disorder of adult personality and behaviour (F69),F69,2024,female,0,27194286,0
Unspecified disorder of adult personality and behaviour (F69),F69,2024,persons,0,27194286,0
Mental retardation (F70-F79),F70-F79,2014,male,9,23475686,0.038337537825305724
Mental retardation (F70-F79),F70-F79,2014,female,8,23475686,0.03407781140027175
Mental retardation (F70-F79),F70-F79,2014,persons,17,23475686,0.07241534922557748
Mental retardation (F70-F79),F70-F79,2015,male,10,23815995,0.04198858792168876
Mental retardation (F70-F79),F70-F79,2015,female,7,23815995,0.029392011545182138
Mental retardation (F70-F79),F70-F79,2015,persons,17,23815995,0.0713805994668709
Mental retardation (F70-F79),F70-F79,2016,male,8,24190907,0.03307027719134301
Mental retardation (F70-F79),F70-F79,2016,female,3,24190907,0.012401353946753629
Mental retardation (F70-F79),F70-F79,2016,persons,11,24190907,0.045471631138096644
Mental retardation (F70-F79),F70-F79,2017,male,8,24592588,0.03253012655683086
Mental retardation (F70-F79),F70-F79,2017,female,13,24592588,0.052861455654850155
Mental retardation (F70-F79),F70-F79,2017,persons,21,24592588,0.08539158221168101
Mental retardation (F70-F79),F70-F79,2018,male,8,24963258,0.03204709898042956
Mental retardation (F70-F79),F70-F79,2018,female,7,24963258,0.02804121160787586
Mental retardation (F70-F79),F70-F79,2018,persons,15,24963258,0.060088310588305424
Mental retardation (F70-F79),F70-F79,2019,male,5,25334826,0.019735679258266862
Mental retardation (F70-F79),F70-F79,2019,female,7,25334826,0.027629950961573606
Mental retardation (F70-F79),F70-F79,2019,persons,12,25334826,0.047365630219840464
Mental retardation (F70-F79),F70-F79,2020,male,5,25649248,0.01949374890055256
Mental retardation (F70-F79),F70-F79,2020,female,8,25649248,0.0311899982408841
Mental retardation (F70-F79),F70-F79,2020,persons,13,25649248,0.05068374714143666
Mental retardation (F70-F79),F70-F79,2021,male,8,25685412,0.031146084010643862
Mental retardation (F70-F79),F70-F79,2021,female,5,25685412,0.019466302506652416
Mental retardation (F70-F79),F70-F79,2021,persons,13,25685412,0.05061238651729627
Mental retardation (F70-F79),F70-F79,2022,male,6,26018721,0.023060318760480192
Mental retardation (F70-F79),F70-F79,2022,female,11,26018721,0.04227725106088036
Mental retardation (F70-F79),F70-F79,2022,persons,17,26018721,0.06533756982136055
Mental retardation (F70-F79),F70-F79,2023,male,9,26659922,0.03375853837831934
Mental retardation (F70-F79),F70-F79,2023,female,12,26659922,0.04501138450442578
Mental retardation (F70-F79),F70-F79,2023,persons,21,26659922,0.07876992288274512
Mental retardation (F70-F79),F70-F79,2024,male,4,27194286,0.01470897231867018
Mental retardation (F70-F79),F70-F79,2024,female,5,27194286,0.018386215398337725
Mental retardation (F70-F79),F70-F79,2024,persons,9,27194286,0.0330951877170079
Mild mental retardation (F70),F70,2014,male,0,23475686,0
Mild mental retardation (F70),F70,2014,female,0,23475686,0
Mild mental retardation (F70),F70,2014,persons,0,23475686,0
Mild mental retardation (F70),F70,2015,male,0,23815995,0
Mild mental retardation (F70),F70,2015,female,0,23815995,0
Mild mental retardation (F70),F70,2015,persons,0,23815995,0
Mild mental retardation (F70),F70,2016,male,0,24190907,0
Mild mental retardation (F70),F70,2016,female,0,24190907,0
Mild mental retardation (F70),F70,2016,persons,0,24190907,0
Mild mental retardation (F70),F70,2017,male,0,24592588,0
Mild mental retardation (F70),F70,2017,female,0,24592588,0
Mild mental retardation (F70),F70,2017,persons,0,24592588,0
Mild mental retardation (F70),F70,2018,male,0,24963258,0
Mild mental retardation (F70),F70,2018,female,0,24963258,0
Mild mental retardation (F70),F70,2018,persons,0,24963258,0
Mild mental retardation (F70),F70,2019,male,0,25334826,0
Mild mental retardation (F70),F70,2019,female,0,25334826,0
Mild mental retardation (F70),F70,2019,persons,0,25334826,0
Mild mental retardation (F70),F70,2020,male,0,25649248,0
Mild mental retardation (F70),F70,2020,female,0,25649248,0
Mild mental retardation (F70),F70,2020,persons,0,25649248,0
Mild mental retardation (F70),F70,2021,male,0,25685412,0
Mild mental retardation (F70),F70,2021,female,0,25685412,0
Mild mental retardation (F70),F70,2021,persons,0,25685412,0
Mild mental retardation (F70),F70,2022,male,0,26018721,0
Mild mental retardation (F70),F70,2022,female,0,26018721,0
Mild mental retardation (F70),F70,2022,persons,0,26018721,0
Mild mental retardation (F70),F70,2023,male,0,26659922,0
Mild mental retardation (F70),F70,2023,female,0,26659922,0
Mild mental retardation (F70),F70,2023,persons,0,26659922,0
Mild mental retardation (F70),F70,2024,male,0,27194286,0
Mild mental retardation (F70),F70,2024,female,0,27194286,0
Mild mental retardation (F70),F70,2024,persons,0,27194286,0
Moderate mental retardation (F71),F71,2014,male,0,23475686,0
Moderate mental retardation (F71),F71,2014,female,0,23475686,0
Moderate mental retardation (F71),F71,2014,persons,0,23475686,0
Moderate mental retardation (F71),F71,2015,male,0,23815995,0
Moderate mental retardation (F71),F71,2015,female,0,23815995,0
Moderate mental retardation (F71),F71,2015,persons,0,23815995,0
Moderate mental retardation (F71),F71,2016,male,0,24190907,0
Moderate mental retardation (F71),F71,2016,female,0,24190907,0
Moderate mental retardation (F71),F71,2016,persons,0,24190907,0
Moderate mental retardation (F71),F71,2017,male,0,24592588,0
Moderate mental retardation (F71),F71,2017,female,0,24592588,0
Moderate mental retardation (F71),F71,2017,persons,0,24592588,0
Moderate mental retardation (F71),F71,2018,male,0,24963258,0
Moderate mental retardation (F71),F71,2018,female,0,24963258,0
Moderate mental retardation (F71),F71,2018,persons,0,24963258,0
Moderate mental retardation (F71),F71,2019,male,0,25334826,0
Moderate mental retardation (F71),F71,2019,female,0,25334826,0
Moderate mental retardation (F71),F71,2019,persons,0,25334826,0
Moderate mental retardation (F71),F71,2020,male,0,25649248,0
Moderate mental retardation (F71),F71,2020,female,0,25649248,0
Moderate mental retardation (F71),F71,2020,persons,0,25649248,0
Moderate mental retardation (F71),F71,2021,male,0,25685412,0
Moderate mental retardation (F71),F71,2021,female,0,25685412,0
Moderate mental retardation (F71),F71,2021,persons,0,25685412,0
Moderate mental retardation (F71),F71,2022,male,0,26018721,0
Moderate mental retardation (F71),F71,2022,female,0,26018721,0
Moderate mental retardation (F71),F71,2022,persons,0,26018721,0
Moderate mental retardation (F71),F71,2023,male,0,26659922,0
Moderate mental retardation (F71),F71,2023,female,0,26659922,0
Moderate mental retardation (F71),F71,2023,persons,0,26659922,0
Moderate mental retardation (F71),F71,2024,male,0,27194286,0
Moderate mental retardation (F71),F71,2024,female,0,27194286,0
Moderate mental retardation (F71),F71,2024,persons,0,27194286,0
Severe mental retardation (F72),F72,2014,male,0,23475686,0
Severe mental retardation (F72),F72,2014,female,1,23475686,0.004259726425033969
Severe mental retardation (F72),F72,2014,persons,1,23475686,0.004259726425033969
Severe mental retardation (F72),F72,2015,male,0,23815995,0
Severe mental retardation (F72),F72,2015,female,0,23815995,0
Severe mental retardation (F72),F72,2015,persons,0,23815995,0
Severe mental retardation (F72),F72,2016,male,0,24190907,0
Severe mental retardation (F72),F72,2016,female,0,24190907,0
Severe mental retardation (F72),F72,2016,persons,0,24190907,0
Severe mental retardation (F72),F72,2017,male,0,24592588,0
Severe mental retardation (F72),F72,2017,female,0,24592588,0
Severe mental retardation (F72),F72,2017,persons,0,24592588,0
Severe mental retardation (F72),F72,2018,male,0,24963258,0
Severe mental retardation (F72),F72,2018,female,0,24963258,0
Severe mental retardation (F72),F72,2018,persons,0,24963258,0
Severe mental retardation (F72),F72,2019,male,0,25334826,0
Severe mental retardation (F72),F72,2019,female,0,25334826,0
Severe mental retardation (F72),F72,2019,persons,0,25334826,0
Severe mental retardation (F72),F72,2020,male,0,25649248,0
Severe mental retardation (F72),F72,2020,female,0,25649248,0
Severe mental retardation (F72),F72,2020,persons,0,25649248,0
Severe mental retardation (F72),F72,2021,male,1,25685412,0.0038932605013304827
Severe mental retardation (F72),F72,2021,female,0,25685412,0
Severe mental retardation (F72),F72,2021,persons,1,25685412,0.0038932605013304827
Severe mental retardation (F72),F72,2022,male,0,26018721,0
Severe mental retardation (F72),F72,2022,female,0,26018721,0
Severe mental retardation (F72),F72,2022,persons,0,26018721,0
Severe mental retardation (F72),F72,2023,male,0,26659922,0
Severe mental retardation (F72),F72,2023,female,1,26659922,0.0037509487087021487
Severe mental retardation (F72),F72,2023,persons,1,26659922,0.0037509487087021487
Severe mental retardation (F72),F72,2024,male,0,27194286,0
Severe mental retardation (F72),F72,2024,female,0,27194286,0
Severe mental retardation (F72),F72,2024,persons,0,27194286,0
Profound mental retardation (F73),F73,2014,male,0,23475686,0
Profound mental retardation (F73),F73,2014,female,0,23475686,0
Profound mental retardation (F73),F73,2014,persons,0,23475686,0
Profound mental retardation (F73),F73,2015,male,0,23815995,0
Profound mental retardation (F73),F73,2015,female,0,23815995,0
Profound mental retardation (F73),F73,2015,persons,0,23815995,0
Profound mental retardation (F73),F73,2016,male,0,24190907,0
Profound mental retardation (F73),F73,2016,female,0,24190907,0
Profound mental retardation (F73),F73,2016,persons,0,24190907,0
Profound mental retardation (F73),F73,2017,male,0,24592588,0
Profound mental retardation (F73),F73,2017,female,0,24592588,0
Profound mental retardation (F73),F73,2017,persons,0,24592588,0
Profound mental retardation (F73),F73,2018,male,0,24963258,0
Profound mental retardation (F73),F73,2018,female,0,24963258,0
Profound mental retardation (F73),F73,2018,persons,0,24963258,0
Profound mental retardation (F73),F73,2019,male,0,25334826,0
Profound mental retardation (F73),F73,2019,female,0,25334826,0
Profound mental retardation (F73),F73,2019,persons,0,25334826,0
Profound mental retardation (F73),F73,2020,male,0,25649248,0
Profound mental retardation (F73),F73,2020,female,0,25649248,0
Profound mental retardation (F73),F73,2020,persons,0,25649248,0
Profound mental retardation (F73),F73,2021,male,0,25685412,0
Profound mental retardation (F73),F73,2021,female,0,25685412,0
Profound mental retardation (F73),F73,2021,persons,0,25685412,0
Profound mental retardation (F73),F73,2022,male,0,26018721,0
Profound mental retardation (F73),F73,2022,female,0,26018721,0
Profound mental retardation (F73),F73,2022,persons,0,26018721,0
Profound mental retardation (F73),F73,2023,male,0,26659922,0
Profound mental retardation (F73),F73,2023,female,0,26659922,0
Profound mental retardation (F73),F73,2023,persons,0,26659922,0
Profound mental retardation (F73),F73,2024,male,0,27194286,0
Profound mental retardation (F73),F73,2024,female,0,27194286,0
Profound mental retardation (F73),F73,2024,persons,0,27194286,0
Other mental retardation (F78),F78,2014,male,0,23475686,0
Other mental retardation (F78),F78,2014,female,0,23475686,0
Other mental retardation (F78),F78,2014,persons,0,23475686,0
Other mental retardation (F78),F78,2015,male,0,23815995,0
Other mental retardation (F78),F78,2015,female,0,23815995,0
Other mental retardation (F78),F78,2015,persons,0,23815995,0
Other mental retardation (F78),F78,2016,male,0,24190907,0
Other mental retardation (F78),F78,2016,female,0,24190907,0
Other mental retardation (F78),F78,2016,persons,0,24190907,0
Other mental retardation (F78),F78,2017,male,0,24592588,0
Other mental retardation (F78),F78,2017,female,0,24592588,0
Other mental retardation (F78),F78,2017,persons,0,24592588,0
Other mental retardation (F78),F78,2018,male,0,24963258,0
Other mental retardation (F78),F78,2018,female,0,24963258,0
Other mental retardation (F78),F78,2018,persons,0,24963258,0
Other mental retardation (F78),F78,2019,male,0,25334826,0
Other mental retardation (F78),F78,2019,female,0,25334826,0
Other mental retardation (F78),F78,2019,persons,0,25334826,0
Other mental retardation (F78),F78,2020,male,0,25649248,0
Other mental retardation (F78),F78,2020,female,0,25649248,0
Other mental retardation (F78),F78,2020,persons,0,25649248,0
Other mental retardation (F78),F78,2021,male,0,25685412,0
Other mental retardation (F78),F78,2021,female,0,25685412,0
Other mental retardation (F78),F78,2021,persons,0,25685412,0
Other mental retardation (F78),F78,2022,male,0,26018721,0
Other mental retardation (F78),F78,2022,female,0,26018721,0
Other mental retardation (F78),F78,2022,persons,0,26018721,0
Other mental retardation (F78),F78,2023,male,0,26659922,0
Other mental retardation (F78),F78,2023,female,0,26659922,0
Other mental retardation (F78),F78,2023,persons,0,26659922,0
Other mental retardation (F78),F78,2024,male,0,27194286,0
Other mental retardation (F78),F78,2024,female,0,27194286,0
Other mental retardation (F78),F78,2024,persons,0,27194286,0
Unspecified mental retardation (F79),F79,2014,male,9,23475686,0.038337537825305724
Unspecified mental retardation (F79),F79,2014,female,7,23475686,0.029818084975237785
Unspecified mental retardation (F79),F79,2014,persons,16,23475686,0.0681556228005435
Unspecified mental retardation (F79),F79,2015,male,10,23815995,0.04198858792168876
Unspecified mental retardation (F79),F79,2015,female,7,23815995,0.029392011545182138
Unspecified mental retardation (F79),F79,2015,persons,17,23815995,0.0713805994668709
Unspecified mental retardation (F79),F79,2016,male,8,24190907,0.03307027719134301
Unspecified mental retardation (F79),F79,2016,female,3,24190907,0.012401353946753629
Unspecified mental retardation (F79),F79,2016,persons,11,24190907,0.045471631138096644
Unspecified mental retardation (F79),F79,2017,male,8,24592588,0.03253012655683086
Unspecified mental retardation (F79),F79,2017,female,13,24592588,0.052861455654850155
Unspecified mental retardation (F79),F79,2017,persons,21,24592588,0.08539158221168101
Unspecified mental retardation (F79),F79,2018,male,8,24963258,0.03204709898042956
Unspecified mental retardation (F79),F79,2018,female,7,24963258,0.02804121160787586
Unspecified mental retardation (F79),F79,2018,persons,15,24963258,0.060088310588305424
Unspecified mental retardation (F79),F79,2019,male,5,25334826,0.019735679258266862
Unspecified mental retardation (F79),F79,2019,female,7,25334826,0.027629950961573606
Unspecified mental retardation (F79),F79,2019,persons,12,25334826,0.047365630219840464
Unspecified mental retardation (F79),F79,2020,male,5,25649248,0.01949374890055256
Unspecified mental retardation (F79),F79,2020,female,8,25649248,0.0311899982408841
Unspecified mental retardation (F79),F79,2020,persons,13,25649248,0.05068374714143666
Unspecified mental retardation (F79),F79,2021,male,7,25685412,0.02725282350931338
Unspecified mental retardation (F79),F79,2021,female,5,25685412,0.019466302506652416
Unspecified mental retardation (F79),F79,2021,persons,12,25685412,0.04671912601596579
Unspecified mental retardation (F79),F79,2022,male,6,26018721,0.023060318760480192
Unspecified mental retardation (F79),F79,2022,female,11,26018721,0.04227725106088036
Unspecified mental retardation (F79),F79,2022,persons,17,26018721,0.06533756982136055
Unspecified mental retardation (F79),F79,2023,male,9,26659922,0.03375853837831934
Unspecified mental retardation (F79),F79,2023,female,11,26659922,0.04126043579572363
Unspecified mental retardation (F79),F79,2023,persons,20,26659922,0.07501897417404298
Unspecified mental retardation (F79),F79,2024,male,4,27194286,0.01470897231867018
Unspecified mental retardation (F79),F79,2024,female,5,27194286,0.018386215398337725
Unspecified mental retardation (F79),F79,2024,persons,9,27194286,0.0330951877170079
Disorders of psychological development (F80-F89),F80-F89,2014,male,2,23475686,0.008519452850067938
Disorders of psychological development (F80-F89),F80-F89,2014,female,1,23475686,0.004259726425033969
Disorders of psychological development (F80-F89),F80-F89,2014,persons,3,23475686,0.012779179275101908
Disorders of psychological development (F80-F89),F80-F89,2015,male,3,23815995,0.01259657637650663
Disorders of psychological development (F80-F89),F80-F89,2015,female,2,23815995,0.008397717584337754
Disorders of psychological development (F80-F89),F80-F89,2015,persons,5,23815995,0.02099429396084438
Disorders of psychological development (F80-F89),F80-F89,2016,male,0,24190907,0
Disorders of psychological development (F80-F89),F80-F89,2016,female,7,24190907,0.028936492542425134
Disorders of psychological development (F80-F89),F80-F89,2016,persons,7,24190907,0.028936492542425134
Disorders of psychological development (F80-F89),F80-F89,2017,male,1,24592588,0.004066265819603857
Disorders of psychological development (F80-F89),F80-F89,2017,female,7,24592588,0.028463860737227006
Disorders of psychological development (F80-F89),F80-F89,2017,persons,8,24592588,0.03253012655683086
Disorders of psychological development (F80-F89),F80-F89,2018,male,1,24963258,0.004005887372553695
Disorders of psychological development (F80-F89),F80-F89,2018,female,6,24963258,0.02403532423532217
Disorders of psychological development (F80-F89),F80-F89,2018,persons,7,24963258,0.02804121160787586
Disorders of psychological development (F80-F89),F80-F89,2019,male,3,25334826,0.011841407554960116
Disorders of psychological development (F80-F89),F80-F89,2019,female,7,25334826,0.027629950961573606
Disorders of psychological development (F80-F89),F80-F89,2019,persons,10,25334826,0.039471358516533724
Disorders of psychological development (F80-F89),F80-F89,2020,male,2,25649248,0.007797499560221025
Disorders of psychological development (F80-F89),F80-F89,2020,female,5,25649248,0.01949374890055256
Disorders of psychological development (F80-F89),F80-F89,2020,persons,7,25649248,0.027291248460773587
Disorders of psychological development (F80-F89),F80-F89,2021,male,3,25685412,0.011679781503991448
Disorders of psychological development (F80-F89),F80-F89,2021,female,4,25685412,0.015573042005321931
Disorders of psychological development (F80-F89),F80-F89,2021,persons,7,25685412,0.02725282350931338
Disorders of psychological development (F80-F89),F80-F89,2022,male,1,26018721,0.0038433864600800325
Disorders of psychological development (F80-F89),F80-F89,2022,female,4,26018721,0.01537354584032013
Disorders of psychological development (F80-F89),F80-F89,2022,persons,5,26018721,0.019216932300400162
Disorders of psychological development (F80-F89),F80-F89,2023,male,5,26659922,0.018754743543510744
Disorders of psychological development (F80-F89),F80-F89,2023,female,4,26659922,0.015003794834808595
Disorders of psychological development (F80-F89),F80-F89,2023,persons,9,26659922,0.03375853837831934
Disorders of psychological development (F80-F89),F80-F89,2024,male,0,27194286,0
Disorders of psychological development (F80-F89),F80-F89,2024,female,3,27194286,0.011031729239002634
Disorders of psychological development (F80-F89),F80-F89,2024,persons,3,27194286,0.011031729239002634
Specific developmental disorders of speech and language (F80),F80,2014,male,0,23475686,0
Specific developmental disorders of speech and language (F80),F80,2014,female,0,23475686,0
Specific developmental disorders of speech and language (F80),F80,2014,persons,0,23475686,0
Specific developmental disorders of speech and language (F80),F80,2015,male,0,23815995,0
Specific developmental disorders of speech and language (F80),F80,2015,female,0,23815995,0
Specific developmental disorders of speech and language (F80),F80,2015,persons,0,23815995,0
Specific developmental disorders of speech and language (F80),F80,2016,male,0,24190907,0
Specific developmental disorders of speech and language (F80),F80,2016,female,0,24190907,0
Specific developmental disorders of speech and language (F80),F80,2016,persons,0,24190907,0
Specific developmental disorders of speech and language (F80),F80,2017,male,0,24592588,0
Specific developmental disorders of speech and language (F80),F80,2017,female,0,24592588,0
Specific developmental disorders of speech and language (F80),F80,2017,persons,0,24592588,0
Specific developmental disorders of speech and language (F80),F80,2018,male,0,24963258,0
Specific developmental disorders of speech and language (F80),F80,2018,female,0,24963258,0
Specific developmental disorders of speech and language (F80),F80,2018,persons,0,24963258,0
Specific developmental disorders of speech and language (F80),F80,2019,male,0,25334826,0
Specific developmental disorders of speech and language (F80),F80,2019,female,0,25334826,0
Specific developmental disorders of speech and language (F80),F80,2019,persons,0,25334826,0
Specific developmental disorders of speech and language (F80),F80,2020,male,0,25649248,0
Specific developmental disorders of speech and language (F80),F80,2020,female,0,25649248,0
Specific developmental disorders of speech and language (F80),F80,2020,persons,0,25649248,0
Specific developmental disorders of speech and language (F80),F80,2021,male,0,25685412,0
Specific developmental disorders of speech and language (F80),F80,2021,female,0,25685412,0
Specific developmental disorders of speech and language (F80),F80,2021,persons,0,25685412,0
Specific developmental disorders of speech and language (F80),F80,2022,male,0,26018721,0
Specific developmental disorders of speech and language (F80),F80,2022,female,0,26018721,0
Specific developmental disorders of speech and language (F80),F80,2022,persons,0,26018721,0
Specific developmental disorders of speech and language (F80),F80,2023,male,0,26659922,0
Specific developmental disorders of speech and language (F80),F80,2023,female,0,26659922,0
Specific developmental disorders of speech and language (F80),F80,2023,persons,0,26659922,0
Specific developmental disorders of speech and language (F80),F80,2024,male,0,27194286,0
Specific developmental disorders of speech and language (F80),F80,2024,female,0,27194286,0
Specific developmental disorders of speech and language (F80),F80,2024,persons,0,27194286,0
Specific developmental disorders of scholastic skills (F81),F81,2014,male,0,23475686,0
Specific developmental disorders of scholastic skills (F81),F81,2014,female,0,23475686,0
Specific developmental disorders of scholastic skills (F81),F81,2014,persons,0,23475686,0
Specific developmental disorders of scholastic skills (F81),F81,2015,male,0,23815995,0
Specific developmental disorders of scholastic skills (F81),F81,2015,female,0,23815995,0
Specific developmental disorders of scholastic skills (F81),F81,2015,persons,0,23815995,0
Specific developmental disorders of scholastic skills (F81),F81,2016,male,0,24190907,0
Specific developmental disorders of scholastic skills (F81),F81,2016,female,0,24190907,0
Specific developmental disorders of scholastic skills (F81),F81,2016,persons,0,24190907,0
Specific developmental disorders of scholastic skills (F81),F81,2017,male,0,24592588,0
Specific developmental disorders of scholastic skills (F81),F81,2017,female,0,24592588,0
Specific developmental disorders of scholastic skills (F81),F81,2017,persons,0,24592588,0
Specific developmental disorders of scholastic skills (F81),F81,2018,male,0,24963258,0
Specific developmental disorders of scholastic skills (F81),F81,2018,female,0,24963258,0
Specific developmental disorders of scholastic skills (F81),F81,2018,persons,0,24963258,0
Specific developmental disorders of scholastic skills (F81),F81,2019,male,0,25334826,0
Specific developmental disorders of scholastic skills (F81),F81,2019,female,0,25334826,0
Specific developmental disorders of scholastic skills (F81),F81,2019,persons,0,25334826,0
Specific developmental disorders of scholastic skills (F81),F81,2020,male,0,25649248,0
Specific developmental disorders of scholastic skills (F81),F81,2020,female,0,25649248,0
Specific developmental disorders of scholastic skills (F81),F81,2020,persons,0,25649248,0
Specific developmental disorders of scholastic skills (F81),F81,2021,male,0,25685412,0
Specific developmental disorders of scholastic skills (F81),F81,2021,female,1,25685412,0.0038932605013304827
Specific developmental disorders of scholastic skills (F81),F81,2021,persons,1,25685412,0.0038932605013304827
Specific developmental disorders of scholastic skills (F81),F81,2022,male,0,26018721,0
Specific developmental disorders of scholastic skills (F81),F81,2022,female,0,26018721,0
Specific developmental disorders of scholastic skills (F81),F81,2022,persons,0,26018721,0
Specific developmental disorders of scholastic skills (F81),F81,2023,male,0,26659922,0
Specific developmental disorders of scholastic skills (F81),F81,2023,female,0,26659922,0
Specific developmental disorders of scholastic skills (F81),F81,2023,persons,0,26659922,0
Specific developmental disorders of scholastic skills (F81),F81,2024,male,0,27194286,0
Specific developmental disorders of scholastic skills (F81),F81,2024,female,0,27194286,0
Specific developmental disorders of scholastic skills (F81),F81,2024,persons,0,27194286,0
Specific developmental disorder of motor function (F82),F82,2014,male,0,23475686,0
Specific developmental disorder of motor function (F82),F82,2014,female,0,23475686,0
Specific developmental disorder of motor function (F82),F82,2014,persons,0,23475686,0
Specific developmental disorder of motor function (F82),F82,2015,male,1,23815995,0.004198858792168877
Specific developmental disorder of motor function (F82),F82,2015,female,0,23815995,0
Specific developmental disorder of motor function (F82),F82,2015,persons,1,23815995,0.004198858792168877
Specific developmental disorder of motor function (F82),F82,2016,male,0,24190907,0
Specific developmental disorder of motor function (F82),F82,2016,female,1,24190907,0.004133784648917877
Specific developmental disorder of motor function (F82),F82,2016,persons,1,24190907,0.004133784648917877
Specific developmental disorder of motor function (F82),F82,2017,male,0,24592588,0
Specific developmental disorder of motor function (F82),F82,2017,female,0,24592588,0
Specific developmental disorder of motor function (F82),F82,2017,persons,0,24592588,0
Specific developmental disorder of motor function (F82),F82,2018,male,0,24963258,0
Specific developmental disorder of motor function (F82),F82,2018,female,0,24963258,0
Specific developmental disorder of motor function (F82),F82,2018,persons,0,24963258,0
Specific developmental disorder of motor function (F82),F82,2019,male,0,25334826,0
Specific developmental disorder of motor function (F82),F82,2019,female,0,25334826,0
Specific developmental disorder of motor function (F82),F82,2019,persons,0,25334826,0
Specific developmental disorder of motor function (F82),F82,2020,male,0,25649248,0
Specific developmental disorder of motor function (F82),F82,2020,female,0,25649248,0
Specific developmental disorder of motor function (F82),F82,2020,persons,0,25649248,0
Specific developmental disorder of motor function (F82),F82,2021,male,0,25685412,0
Specific developmental disorder of motor function (F82),F82,2021,female,0,25685412,0
Specific developmental disorder of motor function (F82),F82,2021,persons,0,25685412,0
Specific developmental disorder of motor function (F82),F82,2022,male,0,26018721,0
Specific developmental disorder of motor function (F82),F82,2022,female,0,26018721,0
Specific developmental disorder of motor function (F82),F82,2022,persons,0,26018721,0
Specific developmental disorder of motor function (F82),F82,2023,male,0,26659922,0
Specific developmental disorder of motor function (F82),F82,2023,female,0,26659922,0
Specific developmental disorder of motor function (F82),F82,2023,persons,0,26659922,0
Specific developmental disorder of motor function (F82),F82,2024,male,0,27194286,0
Specific developmental disorder of motor function (F82),F82,2024,female,0,27194286,0
Specific developmental disorder of motor function (F82),F82,2024,persons,0,27194286,0
Mixed specific developmental disorders (F83),F83,2014,male,0,23475686,0
Mixed specific developmental disorders (F83),F83,2014,female,0,23475686,0
Mixed specific developmental disorders (F83),F83,2014,persons,0,23475686,0
Mixed specific developmental disorders (F83),F83,2015,male,0,23815995,0
Mixed specific developmental disorders (F83),F83,2015,female,0,23815995,0
Mixed specific developmental disorders (F83),F83,2015,persons,0,23815995,0
Mixed specific developmental disorders (F83),F83,2016,male,0,24190907,0
Mixed specific developmental disorders (F83),F83,2016,female,0,24190907,0
Mixed specific developmental disorders (F83),F83,2016,persons,0,24190907,0
Mixed specific developmental disorders (F83),F83,2017,male,0,24592588,0
Mixed specific developmental disorders (F83),F83,2017,female,0,24592588,0
Mixed specific developmental disorders (F83),F83,2017,persons,0,24592588,0
Mixed specific developmental disorders (F83),F83,2018,male,0,24963258,0
Mixed specific developmental disorders (F83),F83,2018,female,0,24963258,0
Mixed specific developmental disorders (F83),F83,2018,persons,0,24963258,0
Mixed specific developmental disorders (F83),F83,2019,male,0,25334826,0
Mixed specific developmental disorders (F83),F83,2019,female,0,25334826,0
Mixed specific developmental disorders (F83),F83,2019,persons,0,25334826,0
Mixed specific developmental disorders (F83),F83,2020,male,0,25649248,0
Mixed specific developmental disorders (F83),F83,2020,female,0,25649248,0
Mixed specific developmental disorders (F83),F83,2020,persons,0,25649248,0
Mixed specific developmental disorders (F83),F83,2021,male,0,25685412,0
Mixed specific developmental disorders (F83),F83,2021,female,0,25685412,0
Mixed specific developmental disorders (F83),F83,2021,persons,0,25685412,0
Mixed specific developmental disorders (F83),F83,2022,male,0,26018721,0
Mixed specific developmental disorders (F83),F83,2022,female,0,26018721,0
Mixed specific developmental disorders (F83),F83,2022,persons,0,26018721,0
Mixed specific developmental disorders (F83),F83,2023,male,0,26659922,0
Mixed specific developmental disorders (F83),F83,2023,female,0,26659922,0
Mixed specific developmental disorders (F83),F83,2023,persons,0,26659922,0
Mixed specific developmental disorders (F83),F83,2024,male,0,27194286,0
