cause_icd10,n_male,n_female,n_persons,crude_rate_male,crude_rate_female,crude_rate_persons,asr_male,asr_female,asr_persons,ypll_male,ypll_female,ypll_persons,state,state_abbr,year,icd10_code,cause_name,is_chapter,is_total
Other abortion (O05),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O05,Other abortion,FALSE,FALSE
Unspecified abortion (O06),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O06,Unspecified abortion,FALSE,FALSE
Failed attempted abortion (O07),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O07,Failed attempted abortion,FALSE,FALSE
Complications following abortion and ectopic and molar pregnancy (O08),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O08,Complications following abortion and ectopic and molar pregnancy,FALSE,FALSE
"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",FALSE,FALSE
"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium (O10)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O10,"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",FALSE,FALSE
Pre-existing hypertensive disorder with superimposed proteinuria (O11),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O11,Pre-existing hypertensive disorder with superimposed proteinuria,FALSE,FALSE
Gestational [pregnancy-induced] oedema and proteinuria without hypertension (O12),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O12,Gestational [pregnancy-induced] oedema and proteinuria without hypertension,FALSE,FALSE
Gestational [pregnancy-induced] hypertension without significant proteinuria (O13),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O13,Gestational [pregnancy-induced] hypertension without significant proteinuria,FALSE,FALSE
Gestational [pregnancy-induced] hypertension with significant proteinuria (O14),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O14,Gestational [pregnancy-induced] hypertension with significant proteinuria,FALSE,FALSE
Eclampsia (O15),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O15,Eclampsia,FALSE,FALSE
Unspecified maternal hypertension (O16),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O16,Unspecified maternal hypertension,FALSE,FALSE
Other maternal disorders predominantly related to pregnancy (O20-O29),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O20-O29,Other maternal disorders predominantly related to pregnancy,FALSE,FALSE
Haemorrhage in early pregnancy (O20),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O20,Haemorrhage in early pregnancy,FALSE,FALSE
Excessive vomiting in pregnancy (O21),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O21,Excessive vomiting in pregnancy,FALSE,FALSE
Venous complications in pregnancy (O22),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O22,Venous complications in pregnancy,FALSE,FALSE
Infections of genitourinary tract in pregnancy (O23),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O23,Infections of genitourinary tract in pregnancy,FALSE,FALSE
Diabetes mellitus in pregnancy (O24),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O24,Diabetes mellitus in pregnancy,FALSE,FALSE
Malnutrition in pregnancy (O25),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O25,Malnutrition in pregnancy,FALSE,FALSE
Maternal care for other conditions predominantly related to pregnancy (O26),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O26,Maternal care for other conditions predominantly related to pregnancy,FALSE,FALSE
Abnormal findings on antenatal screening of mother (O28),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O28,Abnormal findings on antenatal screening of mother,FALSE,FALSE
Complications of anaesthesia during pregnancy (O29),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O29,Complications of anaesthesia during pregnancy,FALSE,FALSE
Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,FALSE,FALSE
Multiple gestation (O30),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O30,Multiple gestation,FALSE,FALSE
Complications specific to multiple gestation (O31),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O31,Complications specific to multiple gestation,FALSE,FALSE
Maternal care for known or suspected malpresentation of fetus (O32),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O32,Maternal care for known or suspected malpresentation of fetus,FALSE,FALSE
Maternal care for known or suspected disproportion (O33),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O33,Maternal care for known or suspected disproportion,FALSE,FALSE
Maternal care for known or suspected abnormality of pelvic organs (O34),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O34,Maternal care for known or suspected abnormality of pelvic organs,FALSE,FALSE
Maternal care for known or suspected fetal abnormality and damage (O35),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O35,Maternal care for known or suspected fetal abnormality and damage,FALSE,FALSE
Maternal care for other known or suspected fetal problems (O36),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O36,Maternal care for other known or suspected fetal problems,FALSE,FALSE
Polyhydramnios (O40),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O40,Polyhydramnios,FALSE,FALSE
Other disorders of amniotic fluid and membranes (O41),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O41,Other disorders of amniotic fluid and membranes,FALSE,FALSE
Premature rupture of membranes (O42),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O42,Premature rupture of membranes,FALSE,FALSE
Placental disorders (O43),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O43,Placental disorders,FALSE,FALSE
Placenta praevia (O44),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O44,Placenta praevia,FALSE,FALSE
Premature separation of placenta [abruptio placentae] (O45),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O45,Premature separation of placenta [abruptio placentae],FALSE,FALSE
"Antepartum haemorrhage, not elsewhere classified (O46)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O46,"Antepartum haemorrhage, not elsewhere classified",FALSE,FALSE
False labour (O47),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O47,False labour,FALSE,FALSE
Prolonged pregnancy (O48),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O48,Prolonged pregnancy,FALSE,FALSE
Complications of labour and delivery (O60-O75),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O60-O75,Complications of labour and delivery,FALSE,FALSE
Preterm labour and delivery (O60),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O60,Preterm labour and delivery,FALSE,FALSE
Failed induction of labour (O61),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O61,Failed induction of labour,FALSE,FALSE
Abnormalities of forces of labour (O62),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O62,Abnormalities of forces of labour,FALSE,FALSE
Long labour (O63),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O63,Long labour,FALSE,FALSE
Obstructed labour due to malposition and malpresentation of fetus (O64),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O64,Obstructed labour due to malposition and malpresentation of fetus,FALSE,FALSE
Obstructed labour due to maternal pelvic abnormality (O65),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O65,Obstructed labour due to maternal pelvic abnormality,FALSE,FALSE
Other obstructed labour (O66),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O66,Other obstructed labour,FALSE,FALSE
"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified (O67)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",FALSE,FALSE
Labour and delivery complicated by fetal stress [distress] (O68),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O68,Labour and delivery complicated by fetal stress [distress],FALSE,FALSE
Labour and delivery complicated by umbilical cord complications (O69),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O69,Labour and delivery complicated by umbilical cord complications,FALSE,FALSE
Perineal laceration during delivery (O70),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O70,Perineal laceration during delivery,FALSE,FALSE
Other obstetric trauma (O71),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O71,Other obstetric trauma,FALSE,FALSE
Postpartum haemorrhage (O72),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O72,Postpartum haemorrhage,FALSE,FALSE
"Retained placenta and membranes, without haemorrhage (O73)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O73,"Retained placenta and membranes, without haemorrhage",FALSE,FALSE
Complications of anaesthesia during labour and delivery (O74),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O74,Complications of anaesthesia during labour and delivery,FALSE,FALSE
"Other complications of labour and delivery, not elsewhere classified (O75)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O75,"Other complications of labour and delivery, not elsewhere classified",FALSE,FALSE
Delivery (O80-O84),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O80-O84,Delivery,FALSE,FALSE
Single spontaneous delivery (O80),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O80,Single spontaneous delivery,FALSE,FALSE
Single delivery by forceps and vacuum extractor (O81),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O81,Single delivery by forceps and vacuum extractor,FALSE,FALSE
Single delivery by caesarean section (O82),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O82,Single delivery by caesarean section,FALSE,FALSE
Other assisted single delivery (O83),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O83,Other assisted single delivery,FALSE,FALSE
Multiple delivery (O84),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O84,Multiple delivery,FALSE,FALSE
Complications predominantly related to the puerperium (O85-O92),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O85-O92,Complications predominantly related to the puerperium,FALSE,FALSE
Puerperal sepsis (O85),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O85,Puerperal sepsis,FALSE,FALSE
Other puerperal infections (O86),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O86,Other puerperal infections,FALSE,FALSE
Venous complications in the puerperium (O87),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O87,Venous complications in the puerperium,FALSE,FALSE
Obstetric embolism (O88),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O88,Obstetric embolism,FALSE,FALSE
Complications of anaesthesia during the puerperium (O89),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O89,Complications of anaesthesia during the puerperium,FALSE,FALSE
"Complications of the puerperium, not elsewhere classified (O90)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O90,"Complications of the puerperium, not elsewhere classified",FALSE,FALSE
Infections of breast associated with childbirth (O91),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O91,Infections of breast associated with childbirth,FALSE,FALSE
Other disorders of breast and lactation associated with childbirth (O92),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O92,Other disorders of breast and lactation associated with childbirth,FALSE,FALSE
Other obstetric conditions (O95-O99),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O95-O99,Other obstetric conditions,FALSE,FALSE
Obstetric death of unspecified cause (O95),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O95,Obstetric death of unspecified cause,FALSE,FALSE
Death from any obstetric cause occurring more than 42 days but less than one year after delivery (O96),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O96,Death from any obstetric cause occurring more than 42 days but less than one year after delivery,FALSE,FALSE
Death from sequelae of direct obstetric causes (O97),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O97,Death from sequelae of direct obstetric causes,FALSE,FALSE
"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium (O98)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",FALSE,FALSE
"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium (O99)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",FALSE,FALSE
CHAPTER XVI Certain conditions originating in the perinatal period (P00-P96),9,3,11,3.9,NA,2.3,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P00-P96,CHAPTER XVI Certain conditions originating in the perinatal period,TRUE,FALSE
"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery (P00-P04)",5,4,6,2.1,NA,1.3,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",FALSE,FALSE
Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy (P00),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P00,Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,FALSE,FALSE
Fetus and newborn affected by maternal complications of pregnancy (P01),2,2,5,NA,NA,1.1,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P01,Fetus and newborn affected by maternal complications of pregnancy,FALSE,FALSE
"Fetus and newborn affected by complications of placenta, cord and membranes (P02)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P02,"Fetus and newborn affected by complications of placenta, cord and membranes",FALSE,FALSE
Fetus and newborn affected by other complications of labour and delivery (P03),4,0,3,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P03,Fetus and newborn affected by other complications of labour and delivery,FALSE,FALSE
Fetus and newborn affected by noxious influences transmitted via placenta or breast milk (P04),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P04,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk,FALSE,FALSE
Disorders related to length of gestation and fetal growth (P05-P08),4,2,2,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P05-P08,Disorders related to length of gestation and fetal growth,FALSE,FALSE
Slow fetal growth and fetal malnutrition (P05),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P05,Slow fetal growth and fetal malnutrition,FALSE,FALSE
"Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",2,2,3,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P07,"Disorders related to short gestation and low birth weight, not elsewhere classified",FALSE,FALSE
Disorders related to long gestation and high birth weight (P08),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P08,Disorders related to long gestation and high birth weight,FALSE,FALSE
Birth trauma (P10-P15),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P10-P15,Birth trauma,FALSE,FALSE
Intracranial laceration and haemorrhage due to birth injury (P10),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P10,Intracranial laceration and haemorrhage due to birth injury,FALSE,FALSE
Other birth injuries to central nervous system (P11),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P11,Other birth injuries to central nervous system,FALSE,FALSE
Birth injury to scalp (P12),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P12,Birth injury to scalp,FALSE,FALSE
Birth injury to skeleton (P13),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P13,Birth injury to skeleton,FALSE,FALSE
Birth injury to peripheral nervous system (P14),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P14,Birth injury to peripheral nervous system,FALSE,FALSE
Other birth injuries (P15),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P15,Other birth injuries,FALSE,FALSE
Respiratory and cardiovascular disorders specific to the perinatal period (P20-P29),1,0,4,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,FALSE,FALSE
Intrauterine hypoxia (P20),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P20,Intrauterine hypoxia,FALSE,FALSE
Birth asphyxia (P21),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P21,Birth asphyxia,FALSE,FALSE
Respiratory distress of newborn (P22),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P22,Respiratory distress of newborn,FALSE,FALSE
Congenital pneumonia (P23),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P23,Congenital pneumonia,FALSE,FALSE
Neonatal aspiration syndromes (P24),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P24,Neonatal aspiration syndromes,FALSE,FALSE
Interstitial emphysema and related conditions originating in the perinatal period (P25),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P25,Interstitial emphysema and related conditions originating in the perinatal period,FALSE,FALSE
Pulmonary haemorrhage originating in the perinatal period (P26),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P26,Pulmonary haemorrhage originating in the perinatal period,FALSE,FALSE
Chronic respiratory disease originating in the perinatal period (P27),1,0,2,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P27,Chronic respiratory disease originating in the perinatal period,FALSE,FALSE
Other respiratory conditions originating in the perinatal period (P28),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P28,Other respiratory conditions originating in the perinatal period,FALSE,FALSE
Cardiovascular disorders originating in the perinatal period (P29),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P29,Cardiovascular disorders originating in the perinatal period,FALSE,FALSE
Infections specific to the perinatal period (P35-P39),3,0,3,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P35-P39,Infections specific to the perinatal period,FALSE,FALSE
Congenital viral diseases (P35),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P35,Congenital viral diseases,FALSE,FALSE
Bacterial sepsis of newborn (P36),3,0,1,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P36,Bacterial sepsis of newborn,FALSE,FALSE
Other congenital infectious and parasitic diseases (P37),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P37,Other congenital infectious and parasitic diseases,FALSE,FALSE
Omphalitis of newborn with or without mild haemorrhage (P38),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P38,Omphalitis of newborn with or without mild haemorrhage,FALSE,FALSE
Other infections specific to the perinatal period (P39),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P39,Other infections specific to the perinatal period,FALSE,FALSE
Haemorrhagic and haematological disorders of fetus and newborn (P50-P61),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,FALSE,FALSE
Fetal blood loss (P50),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P50,Fetal blood loss,FALSE,FALSE
Umbilical haemorrhage of newborn (P51),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P51,Umbilical haemorrhage of newborn,FALSE,FALSE
Intracranial nontraumatic haemorrhage of fetus and newborn (P52),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P52,Intracranial nontraumatic haemorrhage of fetus and newborn,FALSE,FALSE
Haemorrhagic disease of fetus and newborn (P53),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P53,Haemorrhagic disease of fetus and newborn,FALSE,FALSE
Other neonatal haemorrhages (P54),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P54,Other neonatal haemorrhages,FALSE,FALSE
Haemolytic disease of fetus and newborn (P55),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P55,Haemolytic disease of fetus and newborn,FALSE,FALSE
Hydrops fetalis due to haemolytic disease (P56),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P56,Hydrops fetalis due to haemolytic disease,FALSE,FALSE
Kernicterus (P57),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P57,Kernicterus,FALSE,FALSE
Neonatal jaundice due to other excessive haemolysis (P58),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P58,Neonatal jaundice due to other excessive haemolysis,FALSE,FALSE
Neonatal jaundice from other and unspecified causes (P59),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P59,Neonatal jaundice from other and unspecified causes,FALSE,FALSE
Disseminated intravascular coagulation of fetus and newborn (P60),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P60,Disseminated intravascular coagulation of fetus and newborn,FALSE,FALSE
Other perinatal haematological disorders (P61),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P61,Other perinatal haematological disorders,FALSE,FALSE
Transitory endocrine and metabolic disorders specific to fetus and newborn (P70-P74),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,FALSE,FALSE
Transitory disorders of carbohydrate metabolism specific to fetus and newborn (P70),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P70,Transitory disorders of carbohydrate metabolism specific to fetus and newborn,FALSE,FALSE
Transitory neonatal disorders of calcium and magnesium metabolism (P71),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P71,Transitory neonatal disorders of calcium and magnesium metabolism,FALSE,FALSE
Other transitory neonatal endocrine disorders (P72),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P72,Other transitory neonatal endocrine disorders,FALSE,FALSE
Other transitory neonatal electrolyte and metabolic disturbances (P74),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P74,Other transitory neonatal electrolyte and metabolic disturbances,FALSE,FALSE
Digestive system disorders of fetus and newborn (P75-P78),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P75-P78,Digestive system disorders of fetus and newborn,FALSE,FALSE
Other intestinal obstruction of newborn (P76),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P76,Other intestinal obstruction of newborn,FALSE,FALSE
Necrotizing enterocolitis of fetus and newborn (P77),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P77,Necrotizing enterocolitis of fetus and newborn,FALSE,FALSE
Other perinatal digestive system disorders (P78),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P78,Other perinatal digestive system disorders,FALSE,FALSE
Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,FALSE,FALSE
Hypothermia of newborn (P80),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P80,Hypothermia of newborn,FALSE,FALSE
Other disturbances of temperature regulation of newborn (P81),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P81,Other disturbances of temperature regulation of newborn,FALSE,FALSE
Other conditions of integument specific to fetus and newborn (P83),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P83,Other conditions of integument specific to fetus and newborn,FALSE,FALSE
Other disorders originating in the perinatal period (P90-P96),1,0,4,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P90-P96,Other disorders originating in the perinatal period,FALSE,FALSE
Convulsions of newborn (P90),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P90,Convulsions of newborn,FALSE,FALSE
